犲,chái,C,41189
犳,zhuó,Z,41190
犵,gē,G,41191
犺,gǎng,G,41192
犻,bó,B,41193
犼,hǒu,H,41194
犽,yà,Y,41195
犾,yín,Y,41196
犿,fān,F,41197
狀,zhuàng,Z,41198
狅,kuáng,K,41199
狆,zhòng,Z,41200
狇,mù,M,41201
狉,pī,P,41202
狊,jú,J,41203
狋,yí,Y,41204
狌,xīng,X,41205
狏,yí,Y,41206
狑,líng,L,41207
狓,pī,P,41208
狔,nǐ,N,41209
狕,yǎo,Y,41210
狖,yòu,Y,41211
狘,xuè,X,41212
狚,dǎn,D,41213
狛,bó,B,41214
狜,kǔ,K,43584
狝,xiǎn,X,43585
狟,huán,H,43586
狢,mò,M,43587
狣,zhào,Z,43588
狤,jí,J,43589
狥,xùn,X,43590
狦,shān,S,43591
狧,tà,T,43592
狪,tóng,T,43593
狫,dòng,D,43594
狵,máng,M,43595
狶,xī,X,43596
狹,xiá,X,43597
狽,bèi,B,43598
狾,zhì,Z,43599
狿,yán,Y,43600
猀,shā,S,43601
猂,hàn,H,43602
猄,jīng,J,43603
猅,pái,P,43604
猆,fēi,F,43605
猇,xiāo,X,43606
猈,pí,P,43607
猉,qí,Q,43608
猋,biāo,B,43609
猌,yìn,Y,43610
猍,lái,L,43611
猏,jiān,J,43612
猐,qiāng,Q,43613
猑,kūn,K,43614
猒,yàn,Y,43615
猔,zòng,Z,43616
猘,zhì,Z,43617
猙,zhēng,Z,43618
猚,yá,Y,43619
猟,liè,L,43620
猠,ceon,C,43621
猣,zōng,Z,43622
猤,guì,G,43623
猦,fēng,F,43624
猧,wō,W,43625
猨,yuán,Y,43626
猭,chuán,C,43627
猯,tuān,T,43628
猰,yà,Y,43629
猲,gé,G,43630
猳,jiā,J,43631
猵,biān,B,43632
猶,yóu,Y,43633
猺,yáo,Y,43634
猻,sūn,S,43635
猼,bó,B,43636
猽,míng,M,43637
獀,sōu,S,43638
獁,mǎ,M,43639
獂,yuán,Y,43640
獃,dāi,D,43641
獄,yù,Y,43642
獅,shī,S,43643
獆,háo,H,43644
獇,qiāng,Q,43645
獈,yì,Y,43646
獉,zhēn,Z,43648
獊,cāng,C,43649
獋,gāo,G,43650
獌,màn,M,43651
獎,jiǎng,J,43652
獏,mào,M,43653
獑,chán,C,43654
獓,áo,A,43655
獔,gǎo,G,43656
獕,cuī,C,43657
獖,bèn,B,43658
獘,bì,B,43659
獙,bì,B,43660
獚,huáng,H,43661
獛,bǔ,B,43662
獜,lín,L,43663
獝,yù,Y,43664
獞,tóng,T,43665
獟,yào,Y,43666
獡,xī,X,43667
獢,xiāo,X,43668
獣,shòu,S,43669
獤,dūn,D,43670
獥,jiào,J,43671
獦,gè,G,43672
獧,juàn,J,43673
獨,dú,D,43674
獩,huì,H,43675
獪,kuài,K,43676
獫,xiǎn,X,43677
獮,xiǎn,X,43678
獰,níng,N,43679
獱,biān,B,43680
獲,huò,H,43840
獳,nòu,N,43841
獴,méng,M,43842
獵,liè,L,43843
獶,náo,N,43844
獷,guǎng,G,43845
獸,shòu,S,43846
獹,lú,L,43847
獺,tǎ,T,43848
獻,xiàn,X,43849
獼,mí,M,43850
獽,ráng,R,43851
獿,náo,N,43852
玀,ě,E,43853
玁,xiǎn,X,43854
玂,qí,Q,43855
玃,jué,J,43856
玅,yāo,Y,43857
玆,xuán,X,43858
玈,lú,L,43859
玊,sù,S,43860
玌,qiú,Q,43861
玍,gǎ,G,43862
玏,lè,L,43863
玐,bā,B,43864
玒,hóng,H,43865
玓,dì,D,43866
玔,chuàn,C,43867
玕,gān,G,43868
玗,yú,Y,43869
玘,qǐ,Q,43870
玙,yú,Y,43871
玚,chàng,C,43872
玜,hóng,H,43873
玝,wǔ,W,43874
玞,fū,F,43875
玠,jiè,J,43876
玡,yà,Y,43877
玣,mén,M,43878
玤,bàng,B,43879
玥,yuè,Y,43880
玦,jué,J,43881
玧,yǔn,Y,43882
玨,jué,J,43883
玪,yín,Y,43884
玬,dǎn,D,43885
玭,pín,P,43886
玱,qiāng,Q,43887
玴,yì,Y,43888
玵,án,A,43889
玶,píng,P,43890
玸,fú,F,43891
玹,xuán,X,43892
玼,cī,C,43893
玽,gǒu,G,43894
玾,jiǎ,J,43895
玿,sháo,S,43896
珁,cí,C,43897
珃,rǎn,R,43898
珄,shēng,S,43899
珅,shēn,S,43900
珆,yí,Y,43901
珇,jù,J,43902
珋,liǔ,L,43904
珌,bì,B,43905
珎,zhēn,Z,43906
珒,jīn,J,43907
珓,jiào,J,43908
珔,jiàn,J,43909
珕,lì,L,43910
珖,guāng,G,43911
珗,xiān,X,43912
珘,zhōu,Z,43913
珚,yān,Y,43914
珛,xiù,X,43915
珜,yáng,Y,43916
珝,xǔ,X,43917
珟,sù,S,43918
珡,qín,Q,43919
珢,yín,Y,43920
珣,xún,X,43921
珤,bǎo,B,43922
珦,xiàng,X,43923
珨,xiá,X,43924
珪,guī,G,43925
珫,chōng,C,43926
珬,xù,X,43927
珮,pèi,P,43928
珯,lǎo,L,43929
珰,dāng,D,43930
珱,yīng,Y,43931
珳,wén,W,43932
珴,é,E,43933
珵,tǐng,T,43934
珶,dì,D,43935
珷,wǔ,W,43936
珸,wú,W,44096
珹,chéng,C,44097
珺,jun4,J,44098
珻,méi,M,44099
珼,bèi,B,44100
珽,tǐng,T,44101
現,xiàn,X,44102
珿,chù,C,44103
琀,hàn,H,44104
琁,qióng,Q,44105
琂,yán,Y,44106
琄,xuàn,X,44107
琇,xiù,X,44108
琈,fū,F,44109
琋,xī,X,44110
琌,líng,L,44111
琍,lì,L,44112
琎,jīn,J,44113
琑,suǒ,S,44114
琒,fēng,F,44115
琓,wán,W,44116
琔,diàn,D,44117
琕,bǐng,B,44118
琖,zhǎn,Z,44119
琗,cuì,C,44120
琘,mín,M,44121
琙,yù,Y,44122
琜,lái,L,44123
琝,mín,M,44124
琞,wàng,W,44125
琟,wéi,W,44126
琠,tiǎn,T,44127
琡,chù,C,44128
琣,běng,B,44129
琤,chēng,C,44130
琧,è,E,44131
琩,chāng,C,44132
琫,běng,B,44133
琭,lù,L,44134
琯,gùn,G,44135
琱,diāo,D,44136
琲,bèi,B,44137
琷,qiāng,Q,44138
琸,zhuō,Z,44139
琹,qín,Q,44140
琺,fà,F,44141
琻,jīn,J,44142
琽,dǔ,D,44143
琾,jiè,J,44144
琿,huī,H,44145
瑀,yǔ,Y,44146
瑂,méi,M,44147
瑃,chūn,C,44148
瑄,xuān,X,44149
瑅,tí,T,44150
瑆,xīng,X,44151
瑇,dài,D,44152
瑈,róu,R,44153
瑉,mín,M,44154
瑊,jiān,J,44155
瑋,wěi,W,44156
瑌,ruǎn,R,44157
瑍,huàn,H,44158
瑎,xié,X,44160
瑏,chuān,C,44161
瑐,jiǎn,J,44162
瑑,zhuàn,Z,44163
瑒,yáng,Y,44164
瑓,liàn,L,44165
瑔,quán,Q,44166
瑖,duàn,D,44167
瑘,yá,Y,44168
瑝,huáng,H,44169
瑠,liú,L,44170
瑡,shī,S,44171
瑢,róng,R,44172
瑣,suǒ,S,44173
瑤,yáo,Y,44174
瑥,wēn,W,44175
瑦,wǔ,W,44176
瑧,zhēn,Z,44177
瑨,jìn,J,44178
瑩,yíng,Y,44179
瑪,mǎ,M,44180
瑫,tāo,T,44181
瑬,liú,L,44182
瑮,lì,L,44183
瑯,láng,L,44184
瑱,tiàn,T,44185
瑲,qiāng,Q,44186
瑳,cuō,C,44187
瑴,jué,J,44188
瑵,zhǎo,Z,44189
瑸,bīn,B,44190
瑹,tū,T,44191
瑺,cháng,C,44192
瑻,kūn,K,44352
瑼,zhuān,Z,44353
瑽,cōng,C,44354
瑿,yī,Y,44355
璂,jī,J,44356
璄,jǐng,J,44357
璅,zǎo,Z,44358
璆,qiú,Q,44359
璈,áo,A,44360
璉,liǎn,L,44361
璊,mén,M,44362
璌,yín,Y,44363
璍,huá,H,44364
璏,wèi,W,44365
璑,wú,W,44366
璒,dēng,D,44367
璓,xiù,X,44368
璔,zēng,Z,44369
璕,xún,X,44370
璖,qú,Q,44371
璗,dàng,D,44372
璘,lín,L,44373
璙,liáo,L,44374
璚,jué,J,44375
璛,sù,S,44376
璝,guī,G,44377
璟,jǐng,J,44378
璠,fán,F,44379
璡,jīn,J,44380
璢,liú,L,44381
璣,jī,J,44382
璤,huì,H,44383
璥,jǐng,J,44384
璦,ài,A,44385
璪,zǎo,Z,44386
璫,dāng,D,44387
璬,jiǎo,J,44388
璭,gùn,G,44389
璮,tǎn,T,44390
璯,kuài,K,44391
環,huán,H,44392
璱,sè,S,44393
璲,suì,S,44394
璳,tián,T,44395
璴,chǔ,C,44396
璵,yú,Y,44397
璶,jìn,J,44398
璷,fū,F,44399
璸,bīn,B,44400
璹,shú,S,44401
璻,zuǐ,Z,44402
璼,lán,L,44403
璽,xǐ,X,44404
璾,jì,J,44405
璿,xuán,X,44406
瓀,ruǎn,R,44407
瓁,wò,W,44408
瓂,gài,G,44409
瓃,léi,L,44410
瓄,dú,D,44411
瓅,lì,L,44412
瓆,zhì,Z,44413
瓇,róu,R,44414
瓈,li,L,44416
瓉,zàn,Z,44417
瓊,qióng,Q,44418
瓋,tì,T,44419
瓌,guī,G,44420
瓍,suí,S,44421
瓎,là,L,44422
瓏,lóng,L,44423
瓐,lú,L,44424
瓑,lì,L,44425
瓓,làn,L,44426
瓔,yīng,Y,44427
瓕,mí,M,44428
瓖,xiāng,X,44429
瓗,wěi,W,44430
瓘,guàn,G,44431
瓙,dào,D,44432
瓚,zàn,Z,44433
瓛,yè,Y,44434
瓝,bó,B,44435
瓟,bó,B,44436
瓡,hú,H,44437
瓥,lì,L,44438
瓨,hóng,H,44440
瓪,bǎn,B,44442
瓫,pén,P,44443
瓬,fǎng,F,44444
瓭,dān,D,44445
瓲,wǎ,W,44448
瓳,hú,H,44608
瓵,yí,Y,44609
瓹,juān,J,44611
瓺,cháng,C,44612
瓻,chī,C,44613
瓽,dàng,D,44615
瓾,měng,M,44616
甀,zhuì,Z,44617
甁,píng,P,44618
甂,biān,B,44619
甃,zhòu,Z,44620
甆,cí,C,44622
甇,yīng,Y,44623
甈,qì,Q,44624
甉,xián,X,44625
甊,lǒu,L,44626
甋,dì,D,44627
甌,ōu,O,44628
甎,chuán,C,44629
甐,lìn,L,44630
甒,wǔ,W,44631
甔,dàn,D,44632
甕,wèng,W,44633
甖,yīng,Y,44634
甗,yǎn,Y,44635
甛,tián,T,44636
甝,hán,H,44637
甞,cháng,C,44638
甠,qíng,Q,44639
甡,shēn,S,44640
產,chǎn,C,44641
産,chǎn,C,44642
甤,ruí,R,44643
甦,sū,S,44644
甧,shēn,S,44645
甪,lù,L,44646
甮,fèng,F,44647
甴,yóu,Y,44648
甶,fú,F,44649
甹,pīng,P,44650
甼,dīng,D,44651
甽,quǎn,Q,44652
甿,máng,M,44653
畁,bì,B,44654
畂,liù,L,44655
畃,sún,S,44656
畄,liú,L,44657
畆,mǔ,M,44658
畇,yún,Y,44659
畉,fú,F,44660
畊,gēng,G,44661
畍,jiè,J,44662
畐,bì,B,44663
畑,tián,T,44664
畒,mǔ,M,44665
畓,tap,T,44666
畕,jiāng,J,44667
畖,wā,W,44668
畗,fú,F,44669
畘,nán,N,44670
畝,mǔ,M,44672
畞,mǔ,M,44673
畟,jì,J,44674
畠,tián,T,44675
畡,gāi,G,44676
畢,bì,B,44677
畣,dā,D,44678
畤,zhì,Z,44679
畧,luè,L,44680
畨,pān,P,44681
畩,yī,Y,44682
畫,huà,H,44683
畬,yú,Y,44684
畭,yú,Y,44685
畮,mǔ,M,44686
畯,jun4,J,44687
異,yì,Y,44688
畱,liú,L,44689
畳,dié,D,44690
畵,huà,H,44691
當,dāng,D,44692
畷,zhuì,Z,44693
畺,jiāng,J,44694
畻,chéng,C,44695
畼,chàng,C,44696
畽,tuǎn,T,44697
畾,léi,L,44698
疀,chā,C,44699
疁,liú,L,44700
疂,dié,D,44701
疄,lín,L,44702
疅,jiāng,J,44703
疇,chóu,C,44704
疈,pì,P,44864
疉,dié,D,44865
疊,dié,D,44866
疌,jié,J,44867
疍,dàn,D,44868
疎,shū,S,44869
疐,dì,D,44870
疓,nǎi,N,44871
疕,bǐ,B,44872
疘,gāng,G,44873
疛,zhǒu,Z,44874
疜,xià,X,44875
疞,xū,X,44876
疢,chèn,C,44877
疦,jué,J,44878
疧,qí,Q,44879
疨,yá,Y,44880
疩,cuì,C,44881
疪,bì,B,44882
疭,zòng,Z,44883
疶,xuē,X,44884
疷,zhī,Z,44885
疺,biǎn,B,44886
疻,zhǐ,Z,44887
疿,fèi,F,44888
痀,jū,J,44889
痁,shān,S,44890
痆,nì,N,44891
痋,téng,T,44892
痌,tōng,T,44893
痎,jiē,J,44894
痏,yòu,Y,44895
痐,huí,H,44896
痑,tān,T,44897
痓,chì,C,44898
痗,mèi,M,44899
痙,jìng,J,44900
痚,xiāo,X,44901
痜,tū,T,44902
痝,máng,M,44903
痟,xiāo,X,44904
痠,suān,S,44905
痡,pū,P,44906
痥,duó,D,44907
痩,shòu,S,44908
痬,yì,Y,44909
痭,bēng,B,44910
痮,zhàng,Z,44911
痯,guǎn,G,44912
痲,mā,M,44913
痳,lín,L,44914
痵,jì,J,44915
痶,diǎn,D,44916
痷,ān,A,44917
痸,chì,C,44918
痺,bì,B,44919
痻,mín,M,44920
痽,duī,D,44921
痾,kē,K,44922
瘂,yǎ,Y,44923
瘄,cù,C,44924
瘆,shèn,S,44925
瘇,zhǒng,Z,44926
瘈,zhì,Z,44928
瘉,yù,Y,44929
瘋,fēng,F,44930
瘍,yáng,Y,44931
瘎,chén,C,44932
瘏,tú,T,44933
瘑,guō,G,44934
瘒,wén,W,44935
瘓,huàn,H,44936
瘔,kù,K,44937
瘖,yīn,Y,44938
瘚,jué,J,44939
瘜,xī,X,44940
瘝,guān,G,44941
瘞,yì,Y,44942
瘡,chuāng,C,44943
瘣,lěi,L,44944
瘧,nuè,N,44945
瘨,diān,D,44946
瘬,zhàng,Z,44947
瘮,shèn,S,44948
瘯,cù,C,44949
瘱,yì,Y,44950
瘲,zòng,Z,44951
瘶,sòu,S,44952
瘷,sè,S,44953
瘹,diào,D,44954
瘺,lòu,L,44955
瘻,lǘ,L,44956
瘽,qín,Q,44957
癁,fú,F,44958
療,liáo,L,44959
癄,qiáo,Q,44960
癅,liú,L,45120
癆,láo,L,45121
癇,xián,X,45122
癈,fèi,F,45123
癉,dān,D,45124
癊,yìn,Y,45125
癋,hè,H,45126
癎,xián,X,45127
癏,guān,G,45128
癐,wēi,W,45129
癑,nóng,N,45130
癒,yù,Y,45131
癓,wéi,W,45132
癕,yōng,Y,45133
癗,lěi,L,45134
癘,lì,L,45135
癙,shǔ,S,45136
癚,dàn,D,45137
癛,bǐng,B,45138
癝,bǐng,B,45139
癟,biě,B,45140
癠,jì,J,45141
癡,chī,C,45142
癢,yǎng,Y,45143
癤,jiē,J,45144
癥,zhēng,Z,45145
癦,yì,Y,45146
癧,lì,L,45147
癨,huò,H,45148
癩,lài,L,45149
癪,jī,J,45150
癬,xuǎn,X,45151
癭,yǐng,Y,45152
癮,yǐn,Y,45153
癰,yōng,Y,45154
癱,tān,T,45155
癲,diān,D,45156
癳,luǒ,L,45157
癴,luán,L,45158
癵,luán,L,45159
癶,bō,B,45160
癹,bá,B,45162
発,fā,F,45163
發,fā,F,45164
癿,qié,Q,45165
皀,bī,B,45166
皁,zào,Z,45167
皃,mào,M,45168
皅,bà,B,45169
皉,cǐ,C,45170
皊,líng,L,45171
皌,mò,M,45172
皍,jí,J,45173
皏,pěng,P,45174
皐,gāo,G,45175
皒,é,E,45176
皔,hàn,H,45177
皕,bì,B,45178
皗,chóu,C,45179
皘,qiàn,Q,45180
皚,ái,A,45181
皛,pò,P,45182
皜,hào,H,45184
皝,huàng,H,45185
皞,hào,H,45186
皟,zé,Z,45187
皠,cuǐ,C,45188
皡,hào,H,45189
皢,xiǎo,X,45190
皣,yè,Y,45191
皥,hào,H,45192
皦,jiǎo,J,45193
皧,ài,A,45194
皨,xīng,X,45195
皩,huǎng,H,45196
皪,lì,L,45197
皫,piǎo,P,45198
皬,hé,H,45199
皭,jiào,J,45200
皯,gǎn,G,45201
皰,pào,P,45202
皳,qiú,Q,45203
皵,què,Q,45204
皶,zhā,Z,45205
皷,gǔ,G,45206
皸,jun1,J,45207
皹,jun1,J,45208
皺,zhòu,Z,45209
皻,zhā,Z,45210
皽,zhāo,Z,45212
皾,dú,D,45213
盀,qǐ,Q,45214
盁,yíng,Y,45215
盃,bēi,B,45216
啊,ā,A,45217
阿,ā,A,45218
埃,āi,A,45219
挨,āi,A,45220
哎,āi,A,45221
唉,āi,A,45222
哀,āi,A,45223
皑,ái,A,45224
癌,ái,A,45225
蔼,ǎi,A,45226
矮,ǎi,A,45227
艾,ài,A,45228
碍,ài,A,45229
爱,ài,A,45230
隘,ài,A,45231
鞍,ān,A,45232
氨,ān,A,45233
安,ān,A,45234
俺,ǎn,A,45235
按,àn,A,45236
暗,àn,A,45237
岸,àn,A,45238
胺,àn,A,45239
案,àn,A,45240
肮,āng,A,45241
昂,áng,A,45242
盎,àng,A,45243
凹,āo,A,45244
敖,áo,A,45245
熬,áo,A,45246
翱,áo,A,45247
袄,ǎo,A,45248
傲,ào,A,45249
奥,ào,A,45250
懊,ào,A,45251
澳,ào,A,45252
芭,bā,B,45253
捌,bā,B,45254
扒,bā,B,45255
叭,bā,B,45256
吧,ba,B,45257
笆,bā,B,45258
八,bā,B,45259
疤,bā,B,45260
巴,bā,B,45261
拔,bá,B,45262
跋,bá,B,45263
靶,bǎ,B,45264
把,bǎ,B,45265
耙,pá,P,45266
坝,bà,B,45267
霸,bà,B,45268
罢,bà,B,45269
爸,bà,B,45270
白,bái,B,45271
柏,bǎi,B,45272
百,bǎi,B,45273
摆,bǎi,B,45274
佰,bǎi,B,45275
败,bài,B,45276
拜,bài,B,45277
稗,bài,B,45278
斑,bān,B,45279
班,bān,B,45280
搬,bān,B,45281
扳,bān,B,45282
般,bān,B,45283
颁,bān,B,45284
板,bǎn,B,45285
版,bǎn,B,45286
扮,bàn,B,45287
拌,bàn,B,45288
伴,bàn,B,45289
瓣,bàn,B,45290
半,bàn,B,45291
办,bàn,B,45292
绊,bàn,B,45293
邦,bāng,B,45294
帮,bāng,B,45295
梆,bāng,B,45296
榜,bǎng,B,45297
膀,bǎng,B,45298
绑,bǎng,B,45299
棒,bàng,B,45300
磅,páng,P,45301
蚌,bàng,B,45302
镑,bàng,B,45303
傍,bàng,B,45304
谤,bàng,B,45305
苞,bāo,B,45306
胞,bāo,B,45307
包,bāo,B,45308
褒,bāo,B,45309
剥,bāo,B,45310
盄,zhāo,Z,45376
盇,hé,H,45377
盉,hé,H,45378
盋,bō,B,45379
盌,wǎn,W,45380
盓,yū,Y,45381
盕,fàn,F,45382
盙,fǔ,F,45383
盚,qiú,Q,45384
盜,dào,D,45385
盝,lù,L,45386
盞,zhǎn,Z,45387
盠,lí,L,45388
盡,jìn,J,45389
盢,xù,X,45390
監,jiān,J,45391
盤,pán,P,45392
盦,ān,A,45393
盧,lú,L,45394
盨,xǔ,X,45395
盩,zhōu,Z,45396
盪,dàng,D,45397
盫,ān,A,45398
盬,gù,G,45399
盭,lì,L,45400
盰,gàn,G,45401
盳,wàng,W,45402
盵,qì,Q,45403
盶,yuǎn,Y,45404
盷,tián,T,45405
盺,xīn,X,45406
盻,pǎn,P,45407
盽,fēng,F,45408
盿,mín,M,45409
眀,míng,M,45410
眂,shì,S,45411
眃,yún,Y,45412
眅,pān,P,45413
眆,fǎng,F,45414
眊,mèi,M,45415
県,xiàn,X,45416
眎,shì,S,45417
眏,yāng,Y,45418
眐,zhēng,Z,45419
眑,āo,A,45420
眒,shēn,S,45421
眓,huò,H,45422
眔,dà,D,45423
眕,zhěn,Z,45424
眖,kuàng,K,45425
眗,jū,J,45426
眘,shèn,S,45427
眛,mèi,M,45428
眜,mò,M,45429
眝,zhù,Z,45430
眞,zhēn,Z,45431
眡,shì,S,45432
眣,dié,D,45433
眤,nì,N,45434
眥,zì,Z,45435
眧,chǎo,C,45436
眪,bǐng,B,45437
眫,pàn,P,45438
眬,lóng,L,45440
眮,tóng,T,45441
眰,diè,D,45442
眱,dì,D,45443
眲,nè,N,45444
眳,míng,M,45445
眴,xuàn,X,45446
眹,zhèn,Z,45447
眻,yáng,Y,45448
眽,mò,M,45449
眾,zhòng,Z,45450
眿,mò,M,45451
睂,méi,M,45452
睄,qiáo,Q,45453
睅,hàn,H,45454
睆,huǎn,H,45455
睈,chěng,C,45456
睉,zhuài,Z,45457
睊,juàn,J,45458
睋,é,E,45459
睌,mǎn,M,45460
睍,xiàn,X,45461
睎,xī,X,45462
睏,kùn,K,45463
睒,shǎn,S,45464
睓,tiǎn,T,45465
睔,gùn,G,45466
睕,wān,W,45467
睖,lèng,L,45468
睗,shì,S,45469
睘,qióng,Q,45470
睙,liè,L,45471
睜,zhēng,Z,45472
薄,báo,B,45473
雹,báo,B,45474
保,bǎo,B,45475
堡,bǎo,B,45476
饱,bǎo,B,45477
宝,bǎo,B,45478
抱,bào,B,45479
报,bào,B,45480
暴,bào,B,45481
豹,bào,B,45482
鲍,bào,B,45483
爆,bào,B,45484
杯,bēi,B,45485
碑,bēi,B,45486
悲,bēi,B,45487
卑,bēi,B,45488
北,běi,B,45489
辈,bèi,B,45490
背,bèi,B,45491
贝,bèi,B,45492
钡,bèi,B,45493
倍,bèi,B,45494
狈,bèi,B,45495
备,bèi,B,45496
惫,bèi,B,45497
焙,bèi,B,45498
被,bèi,B,45499
奔,bēn,B,45500
苯,běn,B,45501
本,běn,B,45502
笨,bèn,B,45503
崩,bēng,B,45504
绷,bēng,B,45505
甭,béng,B,45506
泵,bèng,B,45507
蹦,bèng,B,45508
迸,bèng,B,45509
逼,bī,B,45510
鼻,bí,B,45511
比,bǐ,B,45512
鄙,bǐ,B,45513
笔,bǐ,B,45514
彼,bǐ,B,45515
碧,bì,B,45516
蓖,bì,B,45517
蔽,bì,B,45518
毕,bì,B,45519
毙,bì,B,45520
毖,bì,B,45521
币,bì,B,45522
庇,bì,B,45523
痹,bì,B,45524
闭,bì,B,45525
敝,bì,B,45526
弊,bì,B,45527
必,bì,B,45528
辟,pì,P,45529
壁,bì,B,45530
臂,bì,B,45531
避,bì,B,45532
陛,bì,B,45533
鞭,biān,B,45534
边,biān,B,45535
编,biān,B,45536
贬,biǎn,B,45537
扁,biǎn,B,45538
便,biàn,B,45539
变,biàn,B,45540
卞,biàn,B,45541
辨,biàn,B,45542
辩,biàn,B,45543
辫,biàn,B,45544
遍,biàn,B,45545
标,biāo,B,45546
彪,biāo,B,45547
膘,biāo,B,45548
表,biǎo,B,45549
鳖,biē,B,45550
憋,biē,B,45551
别,bié,B,45552
瘪,biě,B,45553
彬,bīn,B,45554
斌,bīn,B,45555
濒,bīn,B,45556
滨,bīn,B,45557
宾,bīn,B,45558
摈,bìn,B,45559
兵,bīng,B,45560
冰,bīng,B,45561
柄,bǐng,B,45562
丙,bǐng,B,45563
秉,bǐng,B,45564
饼,bǐng,B,45565
炳,bǐng,B,45566
睝,lí,L,45632
睞,lài,L,45633
睟,zuì,Z,45634
睠,juàn,J,45635
睤,pì,P,45636
睧,hūn,H,45637
睩,lù,L,45638
睪,yì,Y,45639
睭,zhǒu,Z,45640
睮,yú,Y,45641
睯,hūn,H,45642
睰,mà,M,45643
睱,xiá,X,45644
睲,xǐng,X,45645
睳,huī,H,45646
睴,gùn,G,45647
睵,zāi,Z,45648
睶,chǔn,C,45649
睷,jiān,J,45650
睸,mèi,M,45651
睺,hóu,H,45652
睻,xuān,X,45653
睼,tiàn,T,45654
瞁,xù,X,45655
瞂,fá,F,45656
瞃,wò,W,45657
瞆,guì,G,45658
瞇,mī,M,45659
瞈,wěng,W,45660
瞉,kòu,K,45661
瞊,dàng,D,45662
瞋,tián,T,45663
瞏,huán,H,45664
瞐,mò,M,45665
瞓,fěn,F,45666
瞔,zé,Z,45667
瞕,zhàng,Z,45668
瞖,yì,Y,45669
瞗,dōu,D,45670
瞘,kōu,K,45671
瞙,mò,M,45672
瞚,shùn,S,45673
瞛,cōng,C,45674
瞜,lǘ,L,45675
瞝,chī,C,45676
瞞,mán,M,45677
瞡,guī,G,45678
瞣,huàn,H,45679
瞤,shùn,S,45680
瞦,xī,X,45681
瞨,pú,P,45682
瞫,shěn,S,45683
瞭,liǎo,L,45684
瞮,chè,C,45685
瞯,jiàn,J,45686
瞱,yè,Y,45687
瞲,xù,X,45688
瞴,wǔ,W,45689
瞶,guì,G,45690
瞷,jiàn,J,45691
瞸,yè,Y,45692
瞹,ài,A,45693
瞺,huì,H,45694
瞼,jiǎn,J,45696
瞾,zhào,Z,45697
矀,méi,M,45698
矁,chǒu,C,45699
矂,sào,S,45700
矃,nǐng,N,45701
矄,xūn,X,45702
矅,yào,Y,45703
矆,yuè,Y,45704
矇,měng,M,45705
矈,mián,M,45706
矉,pín,P,45707
矊,mián,M,45708
矋,lěi,L,45709
矌,guō,G,45710
矎,xuān,X,45711
矏,mián,M,45712
矐,huò,H,45713
矑,lú,L,45714
矒,méng,M,45715
矓,lóng,L,45716
矔,guàn,G,45717
矕,mán,M,45718
矖,lí,L,45719
矘,tǎng,T,45720
矙,kàn,K,45721
矚,zhǔ,Z,45722
矝,qín,Q,45723
矞,yù,Y,45724
矟,shuò,S,45725
矠,zhuó,Z,45726
矡,jué,J,45727
矤,shěn,S,45728
病,bìng,B,45729
并,bìng,B,45730
玻,bō,B,45731
菠,bō,B,45732
播,bō,B,45733
拨,bō,B,45734
钵,bō,B,45735
波,bō,B,45736
博,bó,B,45737
勃,bó,B,45738
搏,bó,B,45739
铂,bó,B,45740
箔,bó,B,45741
伯,bó,B,45742
帛,bó,B,45743
舶,bó,B,45744
脖,bó,B,45745
膊,bó,B,45746
渤,bó,B,45747
泊,bó,B,45748
驳,bó,B,45749
捕,bǔ,B,45750
卜,bo,B,45751
哺,bǔ,B,45752
补,bǔ,B,45753
埠,bù,B,45754
不,bú,B,45755
布,bù,B,45756
步,bù,B,45757
簿,bù,B,45758
部,bù,B,45759
怖,bù,B,45760
擦,cā,C,45761
猜,cāi,C,45762
裁,cái,C,45763
材,cái,C,45764
才,cái,C,45765
财,cái,C,45766
睬,cǎi,C,45767
踩,cǎi,C,45768
采,cǎi,C,45769
彩,cǎi,C,45770
菜,cài,C,45771
蔡,cài,C,45772
餐,cān,C,45773
参,cān,C,45774
蚕,cán,C,45775
残,cán,C,45776
惭,cán,C,45777
惨,cǎn,C,45778
灿,càn,C,45779
苍,cāng,C,45780
舱,cāng,C,45781
仓,cāng,C,45782
沧,cāng,C,45783
藏,cáng,C,45784
操,cāo,C,45785
糙,cāo,C,45786
槽,cáo,C,45787
曹,cáo,C,45788
草,cǎo,C,45789
厕,cè,C,45790
策,cè,C,45791
侧,cè,C,45792
册,cè,C,45793
测,cè,C,45794
层,céng,C,45795
蹭,cèng,C,45796
插,chā,C,45797
叉,chā,C,45798
茬,chá,C,45799
茶,chá,C,45800
查,chá,C,45801
碴,chá,C,45802
搽,chá,C,45803
察,chá,C,45804
岔,chà,C,45805
差,chà,C,45806
诧,chà,C,45807
拆,chāi,C,45808
柴,chái,C,45809
豺,chái,C,45810
搀,chān,C,45811
掺,chān,C,45812
蝉,chán,C,45813
馋,chán,C,45814
谗,chán,C,45815
缠,chán,C,45816
铲,chǎn,C,45817
产,chǎn,C,45818
阐,chǎn,C,45819
颤,chàn,C,45820
昌,chāng,C,45821
猖,chāng,C,45822
矦,hóu,H,45888
矨,yǐng,Y,45889
矪,zhōu,Z,45890
矯,jiǎo,J,45891
矰,zēng,Z,45892
矱,yuē,Y,45893
